,County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State_Code,County_Name
1575,"Baltimore County, MD",24005.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,137.0,MD,Baltimore County
1576,"Baltimore County, MD",24005.0,2003,All other drug-induced causes,D9,10.0,MD,Baltimore County
1581,"Carroll County, MD",24013.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0,MD,Carroll County
1583,"Cecil County, MD",24015.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,MD,Cecil County
1587,"Frederick County, MD",24021.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MD,Frederick County
1590,"Harford County, MD",24025.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,37.0,MD,Harford County
1592,"Howard County, MD",24027.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,MD,Howard County
1595,"Montgomery County, MD",24031.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0,MD,Montgomery County
1598,"Prince George's County, MD",24033.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,MD,Prince George's County
1599,"Prince George's County, MD",24033.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,38.0,MD,Prince George's County
1600,"Prince George's County, MD",24033.0,2003,All other drug-induced causes,D9,10.0,MD,Prince George's County
1610,"Baltimore city, MD",24510.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,253.0,MD,Baltimore city
1611,"Baltimore city, MD",24510.0,2003,All other drug-induced causes,D9,20.0,MD,Baltimore city
1614,"Barnstable County, MA",25001.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,MA,Barnstable County
1618,"Bristol County, MA",25005.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,99.0,MA,Bristol County
1619,"Bristol County, MA",25005.0,2003,All other drug-induced causes,D9,11.0,MA,Bristol County
1623,"Essex County, MA",25009.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MA,Essex County
1624,"Essex County, MA",25009.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,89.0,MA,Essex County
1628,"Hampden County, MA",25013.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,50.0,MA,Hampden County
1631,"Hampshire County, MA",25015.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MA,Hampshire County
1633,"Middlesex County, MA",25017.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MA,Middlesex County
1634,"Middlesex County, MA",25017.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,MA,Middlesex County
1635,"Middlesex County, MA",25017.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,121.0,MA,Middlesex County
1636,"Middlesex County, MA",25017.0,2003,All other drug-induced causes,D9,13.0,MA,Middlesex County
1640,"Norfolk County, MA",25021.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,41.0,MA,Norfolk County
1643,"Plymouth County, MA",25023.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,48.0,MA,Plymouth County
1646,"Suffolk County, MA",25025.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MA,Suffolk County
1647,"Suffolk County, MA",25025.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,117.0,MA,Suffolk County
1650,"Worcester County, MA",25027.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,MA,Worcester County
1651,"Worcester County, MA",25027.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,66.0,MA,Worcester County
1652,"Worcester County, MA",25027.0,2003,All other drug-induced causes,D9,12.0,MA,Worcester County
1668,"Calhoun County, MI",26025.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MI,Calhoun County
1682,"Genesee County, MI",26049.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MI,Genesee County
1683,"Genesee County, MI",26049.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0,MI,Genesee County
1694,"Ingham County, MI",26065.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,MI,Ingham County
1702,"Kalamazoo County, MI",26077.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MI,Kalamazoo County
1706,"Kent County, MI",26081.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,MI,Kent County
1717,"Macomb County, MI",26099.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MI,Macomb County
1718,"Macomb County, MI",26099.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,MI,Macomb County
1719,"Macomb County, MI",26099.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,52.0,MI,Macomb County
1720,"Macomb County, MI",26099.0,2003,All other drug-induced causes,D9,24.0,MI,Macomb County
1733,"Muskegon County, MI",26121.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MI,Muskegon County
1737,"Oakland County, MI",26125.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,MI,Oakland County
1738,"Oakland County, MI",26125.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,56.0,MI,Oakland County
1739,"Oakland County, MI",26125.0,2003,All other drug-induced causes,D9,40.0,MI,Oakland County
1752,"Saginaw County, MI",26145.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,MI,Saginaw County
1755,"St. Clair County, MI",26147.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MI,St. Clair County
1764,"Washtenaw County, MI",26161.0,2003,All other drug-induced causes,D9,15.0,MI,Washtenaw County
1767,"Wayne County, MI",26163.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,132.0,MI,Wayne County
1768,"Wayne County, MI",26163.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,MI,Wayne County
1769,"Wayne County, MI",26163.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0,MI,Wayne County
1770,"Wayne County, MI",26163.0,2003,All other drug-induced causes,D9,160.0,MI,Wayne County
1775,"Anoka County, MN",27003.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MN,Anoka County
1803,"Hennepin County, MN",27053.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,MN,Hennepin County
1804,"Hennepin County, MN",27053.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,MN,Hennepin County
1805,"Hennepin County, MN",27053.0,2003,All other drug-induced causes,D9,19.0,MN,Hennepin County
1842,"Ramsey County, MN",27123.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MN,Ramsey County
1851,"St. Louis County, MN",27137.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MN,St. Louis County
1894,"Hancock County, MS",28045.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MS,Hancock County
1896,"Harrison County, MS",28047.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,MS,Harrison County
1904,"Jackson County, MS",28059.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,MS,Jackson County
1967,"Boone County, MO",29019.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MO,Boone County
1982,"Clay County, MO",29047.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,MO,Clay County
1998,"Greene County, MO",29077.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,MO,Greene County
2009,"Jackson County, MO",29095.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,MO,Jackson County
2013,"Jefferson County, MO",29099.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MO,Jefferson County
2056,"St. Charles County, MO",29183.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MO,St. Charles County
2061,"St. Francois County, MO",29187.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MO,St. Francois County
2063,"St. Louis County, MO",29189.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,MO,St. Louis County
2064,"St. Louis County, MO",29189.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,MO,St. Louis County
2085,"St. Louis city, MO",29510.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,MO,St. Louis city
2118,"Missoula County, MT",30063.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MT,Missoula County
2141,"Yellowstone County, MT",30111.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MT,Yellowstone County
2232,"Clark County, NV",32003.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,NV,Clark County
2233,"Clark County, NV",32003.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,41.0,NV,Clark County
2249,"Washoe County, NV",32031.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,NV,Washoe County
2250,"Washoe County, NV",32031.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NV,Washoe County
2251,"Washoe County, NV",32031.0,2003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,NV,Washoe County
2261,"Hillsborough County, NH",33011.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,NH,Hillsborough County
2264,"Merrimack County, NH",33013.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NH,Merrimack County
2266,"Rockingham County, NH",33015.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NH,Rockingham County
2269,"Strafford County, NH",33017.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NH,Strafford County
2272,"Atlantic County, NJ",34001.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,NJ,Atlantic County
2275,"Bergen County, NJ",34003.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,NJ,Bergen County
2276,"Bergen County, NJ",34003.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,NJ,Bergen County
2279,"Burlington County, NJ",34005.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,NJ,Burlington County
2282,"Camden County, NJ",34007.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,NJ,Camden County
2287,"Cumberland County, NJ",34011.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NJ,Cumberland County
2290,"Essex County, NJ",34013.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,NJ,Essex County
2291,"Essex County, NJ",34013.0,2003,All other drug-induced causes,D9,22.0,NJ,Essex County
2294,"Gloucester County, NJ",34015.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,NJ,Gloucester County
2296,"Hudson County, NJ",34017.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,NJ,Hudson County
2300,"Mercer County, NJ",34021.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NJ,Mercer County
2303,"Middlesex County, NJ",34023.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,NJ,Middlesex County
2304,"Middlesex County, NJ",34023.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NJ,Middlesex County
2307,"Monmouth County, NJ",34025.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,NJ,Monmouth County
2308,"Monmouth County, NJ",34025.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NJ,Monmouth County
2311,"Morris County, NJ",34027.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,NJ,Morris County
2314,"Ocean County, NJ",34029.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,NJ,Ocean County
2317,"Passaic County, NJ",34031.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,NJ,Passaic County
2321,"Somerset County, NJ",34035.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NJ,Somerset County
2324,"Sussex County, NJ",34037.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NJ,Sussex County
2327,"Union County, NJ",34039.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,NJ,Union County
2328,"Union County, NJ",34039.0,2003,All other drug-induced causes,D9,12.0,NJ,Union County
2331,"Warren County, NJ",34041.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NJ,Warren County
2333,"Bernalillo County, NM",35001.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,130.0,NM,Bernalillo County
2334,"Bernalillo County, NM",35001.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,NM,Bernalillo County
2338,"Chaves County, NM",35005.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NM,Chaves County
2346,"Dona Ana County, NM",35013.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NM,Dona Ana County
2364,"Rio Arriba County, NM",35039.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NM,Rio Arriba County
2368,"Sandoval County, NM",35043.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NM,Sandoval County
2371,"San Juan County, NM",35045.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NM,San Juan County
2376,"Santa Fe County, NM",35049.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,NM,Santa Fe County
2385,"Valencia County, NM",35061.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NM,Valencia County
2390,"Bronx County, NY",36005.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,131.0,NY,Bronx County
2391,"Bronx County, NY",36005.0,2003,All other drug-induced causes,D9,61.0,NY,Bronx County
2418,"Kings County, NY",36047.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,205.0,NY,Kings County
2419,"Kings County, NY",36047.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,NY,Kings County
2420,"Kings County, NY",36047.0,2003,All other drug-induced causes,D9,33.0,NY,Kings County
2429,"Nassau County, NY",36059.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,NY,Nassau County
2430,"Nassau County, NY",36059.0,2003,All other drug-induced causes,D9,11.0,NY,Nassau County
2433,"New York County, NY",36061.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,170.0,NY,New York County
2434,"New York County, NY",36061.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,NY,New York County
2435,"New York County, NY",36061.0,2003,All other drug-induced causes,D9,35.0,NY,New York County
2442,"Onondaga County, NY",36067.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY,Onondaga County
2452,"Queens County, NY",36081.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,131.0,NY,Queens County
2453,"Queens County, NY",36081.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,NY,Queens County
2454,"Queens County, NY",36081.0,2003,All other drug-induced causes,D9,29.0,NY,Queens County
2458,"Richmond County, NY",36085.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,NY,Richmond County
2471,"Suffolk County, NY",36103.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,NY,Suffolk County
2481,"Westchester County, NY",36119.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NY,Westchester County
2496,"Brunswick County, NC",37019.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NC,Brunswick County
2498,"Buncombe County, NC",37021.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,NC,Buncombe County
2501,"Burke County, NC",37023.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NC,Burke County
2508,"Catawba County, NC",37035.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NC,Catawba County
2515,"Cleveland County, NC",37045.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NC,Cleveland County
2519,"Cumberland County, NC",37051.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NC,Cumberland County
2524,"Davidson County, NC",37057.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NC,Davidson County
2528,"Durham County, NC",37063.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NC,Durham County
2532,"Forsyth County, NC",37067.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,NC,Forsyth County
2536,"Gaston County, NC",37071.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,NC,Gaston County
2543,"Guilford County, NC",37081.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NC,Guilford County
2544,"Guilford County, NC",37081.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NC,Guilford County
2550,"Henderson County, NC",37089.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NC,Henderson County
2555,"Iredell County, NC",37097.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NC,Iredell County
2567,"Mecklenburg County, NC",37119.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,NC,Mecklenburg County
2574,"New Hanover County, NC",37129.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,NC,New Hanover County
2585,"Pitt County, NC",37147.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NC,Pitt County
2592,"Rockingham County, NC",37157.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NC,Rockingham County
2594,"Rowan County, NC",37159.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NC,Rowan County
2596,"Rutherford County, NC",37161.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NC,Rutherford County
2608,"Wake County, NC",37183.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,NC,Wake County
2609,"Wake County, NC",37183.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NC,Wake County
2617,"Wilkes County, NC",37193.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NC,Wilkes County
2682,"Butler County, OH",39017.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,OH,Butler County
2683,"Butler County, OH",39017.0,2003,All other drug-induced causes,D9,19.0,OH,Butler County
2688,"Clark County, OH",39023.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH,Clark County
2691,"Clermont County, OH",39025.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH,Clermont County
2697,"Cuyahoga County, OH",39035.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0,OH,Cuyahoga County
2698,"Cuyahoga County, OH",39035.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,OH,Cuyahoga County
2707,"Franklin County, OH",39049.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,OH,Franklin County
2708,"Franklin County, OH",39049.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,OH,Franklin County
2714,"Greene County, OH",39057.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,OH,Greene County
2717,"Hamilton County, OH",39061.0,2003,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,OH,Hamilton County
2718,"Hamilton County, OH",39061.0,2003,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH,Hamilton County
